0,14,p8ZhzZo6jUe5PdjVklNuNCkogJqCEFA33ZThAAVyqWg=,b+Sjybrui7jhbh/hi6kOVfaelY75LgkYP9AxCMGN0VA=,0
0,14,qtu6+42tn0xPmcv0ODnGWRQM0J/SgMM9lNsxc3ckbLw=,4,0
0,14,rsWF8cgwVBDr1TZCW03bSkJCI+MnigTfUXxRMy+PCrA=,/AQHowAyVjBXnwwPr6/pa26zvOrtLNEB4KC22E0kzxs=,0
0,14,s93lk/yiSwQSBKWr6vfu+qa9xSjEKfQVkl1SEyn3Kow=,4,0
0,14,w3/Je6spb3dt6QfX5PwD2MXqxLTzNur/Ts5JrAwl8xQ=,4,0
0,14,wNqCDsckjGmkiJStuw+dRMj7oqxTnYssARjPB96ws4Y=,2,0
0,14,xrLPEfaLoWqEPusv42iPso8MZvlF92N/A3o5pR/IMCQ=,CDyKi1ctKnZNSwdfJ6Hpb5voKhbEqiRxNttm+fIva3o=,0
0,14,zeTYeXds5XbzYVzUiHe9t3y9K3L5vndxaOFW8btTjU4=,1,0
0,14,zqEOkdzktGuy9oI7M6oIKxqbyfanRB/pf+3HPNLTSqg=,1,0
0,19,+8aLrMrUBQLYLD4Ndxi/ZmwwKGhtFGskL8ZSdChYMdo=,1,0
0,19,4chZqkETND7f4XrzdWLe8c1eLHKuYgjnUMSV+83EYFA=,1,0
0,19,5A/UHgbeJPGWK0VQpMLoGVRejsVhhFE57cBUjlOo6gI=,1,0
0,19,5dEuieuWMFy+CNMBBf/uXNX5nP4Kgzeu0O6UizRNK3w=,2,0
0,19,81Cd14q4ebyI/3TPkkIwGYlB/mvKhBUk3e/E8egb4s0=,2,0
0,19,9eCGRtl6XN5GQoOYGEjKtupBbtUoOaOPYRFw+pzH7IU=,2,0
0,19,AbDt9LdIlA7DylAxXIG9AiJ2J18Cuhpmk5fouqfP1LQ=,1,0
0,19,ByISK6v8seuIxB23FGnamad97zwwKG2auw7Zs6h9Boc=,4,0
0,19,CPN9sCVKIBSqzdaCv2CNTsbDRt/oA6rDAVecPSbyeCY=,Q+P6Rx9okwlOLQnbDlshFuOtk33zk+jjrVAfl8n4sRA=,0
0,19,Drtjw4xPqRquKalsI2q5OaN14xXUha47Qs7m83yx0fQ=,1,0
0,19,Eqr5/diyFWeYBfm508mvBV9y9L8uPjCkYuL1DtgDaSU=,1,0
0,19,GD94CihDvzCC+HgG6LWXRqq03s/QOZwRm+VXVhaJ5FE=,1,0
0,19,GKAYWlOFlntxaxFt+CCHj/Og1BgToNx62SMW9WHlf8g=,chQ709nmuFYMXDFshPErXqO7D6uEu4QY10F0b02USVg=,0
0,19,HQ0Tw/ydmSMtgousLp8cX1fTnpXFqCcXrX5Qbva5znM=,4,0
0,19,IM+pw2KeAykfDiBYspxOQqvE6ovghGZS7W5iKqg83cY=,1,0
0,19,JeoENxsZIjsVA3v6CoNzzr7YJms5JNZabBaOHbZpueo=,3,0
0,19,JuC3qp6rNF75IKHBZk+mvRBuWbEf6K4O8bYI/Hgf0cs=,1,0
0,19,Mq8KjADLLByyElVUq+c3cFVdXgFEfeCJhw+fKPgWjI4=,20,0
0,19,NDlsp1C5MSIvyUmCYw7j4CztiPxSrUGAJzibS8xJ5Zg=,1,0
0,19,O0gL4KJtwlvKOyF8uECtPKUF0oSDNxeNc+Z2FepHUnk=,1,0
0,19,P8+B0KAkfqBJpl39uPlZpJ7YZsatZX4rEX5f/y6+xIU=,1,0
0,19,QhD5ID81G094A0+wLhb+ZjN1sdaQlwkKAB2e+4xxqwo=,4,0
0,19,QlHb0NMTSytpaiRqXo9rzLE+wu5f7Cx4uvIm3KZc8lQ=,12,0
0,19,UXoyQksNeYIycY9Dk5zo16RRSKQIgIGvbf3eic2t9W8=,2,0
0,19,VpNAaQgO+x4ctIOUvXtif/tvIr9yzuDnBRTwEKI2TRk=,JX9A6KASVy3nGOmqLwPTglP8P6Hw/f4l6Jo/zcsZ1S0=,0
0,19,ZpZw+sjJYrnkTFaQa7zK5u8CazfWK8wK8NP496eDlRA=,4,0
0,19,a9zJGWB2XzbmXITiSpJp8v85XQFgxHlCvnIiBVwj0cw=,yhox3TDEKVWusRnRM/qvRZx7gm/D4yAa3RtV35nBnf8=,0
0,19,f+49QMu8EaahawvSHtHCAfPvZYeJaclaWvO/5LsL3AY=,1,0
0,19,iDmVM9CBJbfsTpobqwGRQiSXP2hcCJYwMpY68x9ri9w=,8,0
0,19,kOyEOvP6U7GeCTBdsiQitNnNqCVpI3iFa+FLTqEhQ5g=,2,0
0,19,mansM6bIlckDBqXz7zIl+IJeUAIfrXYa5wIgb3fzoO8=,2,0
0,19,mllg31ui43WCVtsdRvkkZBeNU+HAfRWwkDIAf0JEmBU=,1,0
0,19,nM1shbK5G5VuE3lI1XAB/kub+InwgNM7LVPexd1AgII=,1,0
0,19,nUunno7yG6iADfwBlhLHkExuJRd+Nscd90G9NZj+YTQ=,2,0
0,19,nZ5q1pI72dPJKYidMWRLsv1e8b+NPCQFiRoRA9oJUs4=,2,0
0,19,p8ZhzZo6jUe5PdjVklNuNCkogJqCEFA33ZThAAVyqWg=,Bfd8jT1rOqs9aBXEDMkEiHy2LxlKM2QgE2+HJpHuwi0=,0
0,19,qtu6+42tn0xPmcv0ODnGWRQM0J/SgMM9lNsxc3ckbLw=,4,0
0,19,rsWF8cgwVBDr1TZCW03bSkJCI+MnigTfUXxRMy+PCrA=,tQA3C4hX++SKcuzHdqRGbdv+zS3BTGjnunKSej4DhZc=,0
0,19,s93lk/yiSwQSBKWr6vfu+qa9xSjEKfQVkl1SEyn3Kow=,4,0
0,19,w3/Je6spb3dt6QfX5PwD2MXqxLTzNur/Ts5JrAwl8xQ=,4,0
0,19,xrLPEfaLoWqEPusv42iPso8MZvlF92N/A3o5pR/IMCQ=,tEPUpalIlqqXAvxbjgMqikfE1/Nq+3ceZtkPtA1QZ9U=,0
0,19,zeTYeXds5XbzYVzUiHe9t3y9K3L5vndxaOFW8btTjU4=,1,0
0,19,zqEOkdzktGuy9oI7M6oIKxqbyfanRB/pf+3HPNLTSqg=,1,0
0,21,+8aLrMrUBQLYLD4Ndxi/ZmwwKGhtFGskL8ZSdChYMdo=,1,0
0,21,4chZqkETND7f4XrzdWLe8c1eLHKuYgjnUMSV+83EYFA=,1,0
0,21,5dEuieuWMFy+CNMBBf/uXNX5nP4Kgzeu0O6UizRNK3w=,2,0
0,21,81Cd14q4ebyI/3TPkkIwGYlB/mvKhBUk3e/E8egb4s0=,2,0
0,21,9eCGRtl6XN5GQoOYGEjKtupBbtUoOaOPYRFw+pzH7IU=,2,0
0,21,AbDt9LdIlA7DylAxXIG9AiJ2J18Cuhpmk5fouqfP1LQ=,1,0
0,21,ByISK6v8seuIxB23FGnamad97zwwKG2auw7Zs6h9Boc=,4,0
0,21,CPN9sCVKIBSqzdaCv2CNTsbDRt/oA6rDAVecPSbyeCY=,Q+P6Rx9okwlOLQnbDlshFuOtk33zk+jjrVAfl8n4sRA=,0
0,21,Drtjw4xPqRquKalsI2q5OaN14xXUha47Qs7m83yx0fQ=,1,0
0,21,Eqr5/diyFWeYBfm508mvBV9y9L8uPjCkYuL1DtgDaSU=,1,0
0,21,GD94CihDvzCC+HgG6LWXRqq03s/QOZwRm+VXVhaJ5FE=,1,0
0,21,GKAYWlOFlntxaxFt+CCHj/Og1BgToNx62SMW9WHlf8g=,7Um1oZXbxLfZMlHvF1Fz/rqxHY7dCMov2rYRkVR3OyM=,0
0,21,HQ0Tw/ydmSMtgousLp8cX1fTnpXFqCcXrX5Qbva5znM=,4,0
0,21,IM+pw2KeAykfDiBYspxOQqvE6ovghGZS7W5iKqg83cY=,1,0
0,21,JeoENxsZIjsVA3v6CoNzzr7YJms5JNZabBaOHbZpueo=,3,0
0,21,JuC3qp6rNF75IKHBZk+mvRBuWbEf6K4O8bYI/Hgf0cs=,1,0
0,21,Mq8KjADLLByyElVUq+c3cFVdXgFEfeCJhw+fKPgWjI4=,20,0
0,21,NDlsp1C5MSIvyUmCYw7j4CztiPxSrUGAJzibS8xJ5Zg=,1,0
0,21,O0gL4KJtwlvKOyF8uECtPKUF0oSDNxeNc+Z2FepHUnk=,1,0
0,21,QhD5ID81G094A0+wLhb+ZjN1sdaQlwkKAB2e+4xxqwo=,4,0
0,21,QlHb0NMTSytpaiRqXo9rzLE+wu5f7Cx4uvIm3KZc8lQ=,11,0
0,21,UXoyQksNeYIycY9Dk5zo16RRSKQIgIGvbf3eic2t9W8=,2,0
0,21,VpNAaQgO+x4ctIOUvXtif/tvIr9yzuDnBRTwEKI2TRk=,JX9A6KASVy3nGOmqLwPTglP8P6Hw/f4l6Jo/zcsZ1S0=,0
0,21,ZpZw+sjJYrnkTFaQa7zK5u8CazfWK8wK8NP496eDlRA=,4,0
0,21,a9zJGWB2XzbmXITiSpJp8v85XQFgxHlCvnIiBVwj0cw=,yhox3TDEKVWusRnRM/qvRZx7gm/D4yAa3RtV35nBnf8=,0
0,21,f+49QMu8EaahawvSHtHCAfPvZYeJaclaWvO/5LsL3AY=,1,0
0,21,iDmVM9CBJbfsTpobqwGRQiSXP2hcCJYwMpY68x9ri9w=,8,0
0,21,kOyEOvP6U7GeCTBdsiQitNnNqCVpI3iFa+FLTqEhQ5g=,2,0
0,21,mansM6bIlckDBqXz7zIl+IJeUAIfrXYa5wIgb3fzoO8=,2,0
0,21,mllg31ui43WCVtsdRvkkZBeNU+HAfRWwkDIAf0JEmBU=,1,0
0,21,nM1shbK5G5VuE3lI1XAB/kub+InwgNM7LVPexd1AgII=,1,0
0,21,nUunno7yG6iADfwBlhLHkExuJRd+Nscd90G9NZj+YTQ=,2,0
0,21,nZ5q1pI72dPJKYidMWRLsv1e8b+NPCQFiRoRA9oJUs4=,2,0
0,21,p8ZhzZo6jUe5PdjVklNuNCkogJqCEFA33ZThAAVyqWg=,lFu9a7ETanG8VZcPjYvJkd0PpQx4t9h9Td6oWAET66I=,0
0,21,qtu6+42tn0xPmcv0ODnGWRQM0J/SgMM9lNsxc3ckbLw=,4,0
0,21,rsWF8cgwVBDr1TZCW03bSkJCI+MnigTfUXxRMy+PCrA=,tQA3C4hX++SKcuzHdqRGbdv+zS3BTGjnunKSej4DhZc=,0
0,21,s93lk/yiSwQSBKWr6vfu+qa9xSjEKfQVkl1SEyn3Kow=,4,0
0,21,w3/Je6spb3dt6QfX5PwD2MXqxLTzNur/Ts5JrAwl8xQ=,4,0
0,21,wNqCDsckjGmkiJStuw+dRMj7oqxTnYssARjPB96ws4Y=,2,0
0,21,xrLPEfaLoWqEPusv42iPso8MZvlF92N/A3o5pR/IMCQ=,tEPUpalIlqqXAvxbjgMqikfE1/Nq+3ceZtkPtA1QZ9U=,0
0,21,zeTYeXds5XbzYVzUiHe9t3y9K3L5vndxaOFW8btTjU4=,1,0
0,21,zqEOkdzktGuy9oI7M6oIKxqbyfanRB/pf+3HPNLTSqg=,1,0
0,23,+8aLrMrUBQLYLD4Ndxi/ZmwwKGhtFGskL8ZSdChYMdo=,1,0
0,23,4chZqkETND7f4XrzdWLe8c1eLHKuYgjnUMSV+83EYFA=,1,0
0,23,5dEuieuWMFy+CNMBBf/uXNX5nP4Kgzeu0O6UizRNK3w=,2,0
0,23,81Cd14q4ebyI/3TPkkIwGYlB/mvKhBUk3e/E8egb4s0=,2,0
0,23,9eCGRtl6XN5GQoOYGEjKtupBbtUoOaOPYRFw+pzH7IU=,2,0
0,23,AbDt9LdIlA7DylAxXIG9AiJ2J18Cuhpmk5fouqfP1LQ=,1,0
0,23,ByISK6v8seuIxB23FGnamad97zwwKG2auw7Zs6h9Boc=,4,0
0,23,CPN9sCVKIBSqzdaCv2CNTsbDRt/oA6rDAVecPSbyeCY=,2M5ohu6i9+feH56/I4M170JKhHzRNs6doU+qsntrseQ=,0
0,23,Drtjw4xPqRquKalsI2q5OaN14xXUha47Qs7m83yx0fQ=,1,0
0,23,Eqr5/diyFWeYBfm508mvBV9y9L8uPjCkYuL1DtgDaSU=,1,0
0,23,GD94CihDvzCC+HgG6LWXRqq03s/QOZwRm+VXVhaJ5FE=,1,0
0,23,GKAYWlOFlntxaxFt+CCHj/Og1BgToNx62SMW9WHlf8g=,2xRBsfcwFEuyUxBIlzD4jlmnyjNzjW0BHDF9E6rmaoM=,0
0,23,HQ0Tw/ydmSMtgousLp8cX1fTnpXFqCcXrX5Qbva5znM=,4,0
0,23,IM+pw2KeAykfDiBYspxOQqvE6ovghGZS7W5iKqg83cY=,1,0
0,23,JeoENxsZIjsVA3v6CoNzzr7YJms5JNZabBaOHbZpueo=,3,0
0,23,JuC3qp6rNF75IKHBZk+mvRBuWbEf6K4O8bYI/Hgf0cs=,1,0
0,23,Mq8KjADLLByyElVUq+c3cFVdXgFEfeCJhw+fKPgWjI4=,20,0
0,23,NDlsp1C5MSIvyUmCYw7j4CztiPxSrUGAJzibS8xJ5Zg=,1,0
0,23,O0gL4KJtwlvKOyF8uECtPKUF0oSDNxeNc+Z2FepHUnk=,1,0
0,23,QhD5ID81G094A0+wLhb+ZjN1sdaQlwkKAB2e+4xxqwo=,4,0
0,23,QlHb0NMTSytpaiRqXo9rzLE+wu5f7Cx4uvIm3KZc8lQ=,13,0
0,23,UXoyQksNeYIycY9Dk5zo16RRSKQIgIGvbf3eic2t9W8=,2,0
0,23,VpNAaQgO+x4ctIOUvXtif/tvIr9yzuDnBRTwEKI2TRk=,JX9A6KASVy3nGOmqLwPTglP8P6Hw/f4l6Jo/zcsZ1S0=,0
0,23,ZpZw+sjJYrnkTFaQa7zK5u8CazfWK8wK8NP496eDlRA=,4,0
0,23,a9zJGWB2XzbmXITiSpJp8v85XQFgxHlCvnIiBVwj0cw=,yhox3TDEKVWusRnRM/qvRZx7gm/D4yAa3RtV35nBnf8=,0
0,23,f+49QMu8EaahawvSHtHCAfPvZYeJaclaWvO/5LsL3AY=,1,0
0,23,iDmVM9CBJbfsTpobqwGRQiSXP2hcCJYwMpY68x9ri9w=,8,0
0,23,kOyEOvP6U7GeCTBdsiQitNnNqCVpI3iFa+FLTqEhQ5g=,2,0
0,23,mansM6bIlckDBqXz7zIl+IJeUAIfrXYa5wIgb3fzoO8=,2,0
0,23,mllg31ui43WCVtsdRvkkZBeNU+HAfRWwkDIAf0JEmBU=,1,0
0,23,nM1shbK5G5VuE3lI1XAB/kub+InwgNM7LVPexd1AgII=,1,0
